t,speed,mph,steer,throttle,longG,latG,yaw,expectYaw,understeer,oversteer,jolt,angVelX,angVelZ,vy,fireRaw,fxActive,fxFired,center,corner,oversteer,brake,texture,scrub,judder,impact,weapon,force
64.060,0.504,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.002,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
64.090,0.501,1.1,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.000,0.002,0,4,0,-5,0,0,0,1,0,0,0,0,-2
64.111,0.501,1.1,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.000,0.002,0,4,0,-5,0,0,0,3,0,0,0,0,-1
64.128,0.501,1.1,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.000,0.002,0,4,0,-5,0,0,0,0,0,0,0,0,-2
64.144,0.500,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.034,0.000,0.000,0.002,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
64.168,0.500,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.034,0.000,0.000,0.002,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
64.190,0.498,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.002,0,4,0,-5,0,0,0,3,0,0,0,0,-1
64.216,0.498,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.002,0,4,0,-5,0,0,0,1,0,0,0,0,-2
64.246,0.495,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.044,0.000,0.000,0.002,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
64.266,0.495,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.044,0.000,0.000,0.002,0,4,0,-5,0,0,0,0,0,0,0,0,-2
64.293,0.493,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.002,0,4,0,-5,0,0,0,3,0,0,0,0,-1
64.310,0.493,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.002,0,4,0,-5,0,0,0,0,0,0,0,0,-2
64.327,0.493,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.002,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
64.348,0.491,1.1,0.003,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.034,0.000,0.000,0.002,0,4,0,-5,0,0,0,-2,0,0,0,0,-3
64.372,0.491,1.1,0.003,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.034,0.000,0.000,0.002,0,4,0,-5,0,0,0,3,0,0,0,0,-1
64.389,0.489,1.1,0.003,0.000,-0.006,0.000,0.000,0.000,0.000,0.000,0.061,0.000,0.000,0.002,0,4,0,-5,0,0,0,2,0,0,0,0,-1
64.406,0.489,1.1,0.003,0.000,-0.006,0.000,0.000,0.000,0.000,0.000,0.061,0.000,0.000,0.002,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
64.427,0.489,1.1,0.003,0.000,-0.006,0.000,0.000,0.000,0.000,0.000,0.061,0.000,0.000,0.002,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
64.444,0.487,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.034,0.000,0.000,0.002,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
64.465,0.487,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.034,0.000,0.000,0.002,0,4,0,-5,0,0,0,3,0,0,0,0,-1
64.497,0.485,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.000,0.002,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
64.517,0.485,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.000,0.002,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
64.543,0.485,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.000,0.002,0,4,0,-5,0,0,0,1,0,0,0,0,-2
64.559,0.483,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.002,0,4,0,-5,0,0,0,3,0,0,0,0,-1
64.590,0.483,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.002,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
64.611,0.481,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.002,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
64.628,0.481,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.002,0,4,0,-5,0,0,0,0,0,0,0,0,-3
64.645,0.481,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.002,0,4,0,-5,0,0,0,3,0,0,0,0,-1
64.669,0.479,1.1,0.003,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.002,0,4,0,-5,0,0,0,1,0,0,0,0,-2
64.690,0.479,1.1,0.003,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.002,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
64.715,0.476,1.1,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.054,0.000,0.000,0.002,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
64.747,0.476,1.1,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.054,0.000,0.000,0.002,0,4,0,-5,0,0,0,3,0,0,0,0,-1
64.767,0.475,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.002,0,4,0,-5,0,0,0,0,0,0,0,0,-3
64.793,0.475,1.1,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.002,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
64.810,0.473,1.1,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.044,0.000,0.000,0.002,0,4,0,-5,0,0,0,0,0,0,0,0,-3
64.841,0.473,1.1,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.044,0.000,0.000,0.002,0,4,0,-5,0,0,0,3,0,0,0,0,-1
64.861,0.470,1.1,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.002,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
64.879,0.470,1.1,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.002,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
64.895,0.470,1.1,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.002,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
64.918,0.468,1.0,0.003,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.002,0,4,0,-5,0,0,0,3,0,0,0,0,-1
64.939,0.468,1.0,0.003,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.002,0,4,0,-5,0,0,0,2,0,0,0,0,-2
64.965,0.466,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.002,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
64.996,0.466,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.002,0,4,0,-5,0,0,0,1,0,0,0,0,-2
65.018,0.464,1.0,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.000,0.002,0,4,0,-5,0,0,0,3,0,0,0,0,-1
65.035,0.464,1.0,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.000,0.002,0,4,0,-5,0,0,0,1,0,0,0,0,-2
65.052,0.464,1.0,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.000,0.002,0,4,0,-5,0,0,0,-2,0,0,0,0,-3
65.069,0.462,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.037,0.000,0.000,0.002,0,4,0,-5,0,0,0,-2,0,0,0,0,-4
65.090,0.462,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.037,0.000,0.000,0.002,0,4,0,-5,0,0,0,1,0,0,0,0,-2
65.122,0.460,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.000,0.002,0,4,0,-5,0,0,0,1,0,0,0,0,-2
65.139,0.460,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.000,0.002,0,4,0,-5,0,0,0,-2,0,0,0,0,-3
65.160,0.460,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.000,0.002,0,4,0,-5,0,0,0,-2,0,0,0,0,-4
65.177,0.458,1.0,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.046,0.000,0.000,0.002,0,4,0,-5,0,0,0,0,0,0,0,0,-2
65.194,0.458,1.0,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.046,0.000,0.000,0.002,0,4,0,-5,0,0,0,3,0,0,0,0,-1
65.215,0.458,1.0,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.046,0.000,0.000,0.002,0,4,0,-5,0,0,0,1,0,0,0,0,-2
65.237,0.456,1.0,0.003,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.002,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
65.254,0.456,1.0,0.003,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.002,0,4,0,-5,0,0,0,-2,0,0,0,0,-3
65.271,0.456,1.0,0.003,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.002,0,4,0,-5,0,0,0,1,0,0,0,0,-2
65.293,0.454,1.0,0.003,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.002,0,4,0,-5,0,0,0,3,0,0,0,0,-1
65.314,0.454,1.0,0.003,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.002,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
65.340,0.452,1.0,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.000,0.002,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
65.371,0.452,1.0,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.000,0.002,0,4,0,-5,0,0,0,2,0,0,0,0,-1
65.392,0.450,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.002,0,4,0,-5,0,0,0,2,0,0,0,0,-1
65.418,0.450,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.002,0,4,0,-5,0,0,0,-2,0,0,0,0,-4
65.436,0.448,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.000,0.002,0,4,0,-5,0,0,0,-2,0,0,0,0,-3
65.452,0.448,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.000,0.002,0,4,0,-5,0,0,0,1,0,0,0,0,-2
65.472,0.448,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.000,0.002,0,4,0,-5,0,0,0,3,0,0,0,0,-1
65.497,0.445,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.002,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
65.514,0.445,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.002,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
65.543,0.443,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.002,0,4,0,-5,0,0,0,1,0,0,0,0,-2
65.564,0.443,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.002,0,4,0,-5,0,0,0,3,0,0,0,0,-1
65.590,0.442,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.002,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
65.621,0.442,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.002,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
65.642,0.439,1.0,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.002,0,4,0,-5,0,0,0,2,0,0,0,0,-1
65.668,0.439,1.0,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.002,0,4,0,-5,0,0,0,1,0,0,0,0,-2
65.686,0.439,1.0,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.002,0,4,0,-5,0,0,0,-2,0,0,0,0,-3
65.715,0.437,1.0,0.003,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.002,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
65.736,0.437,1.0,0.003,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.002,0,4,0,-5,0,0,0,2,0,0,0,0,-1
65.754,0.435,1.0,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.002,0,4,0,-5,0,0,0,2,0,0,0,0,-1
65.771,0.435,1.0,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.002,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
65.793,0.435,1.0,0.003,0.000,-0.005,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.002,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
65.814,0.433,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.042,0.000,0.000,0.002,0,4,0,-5,0,0,0,0,0,0,0,0,-2
65.841,0.433,1.0,0.003,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.042,0.000,0.000,0.002,0,4,0,-5,0,0,0,2,0,0,0,0,-1
65.871,0.431,1.0,0.003,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.002,0,4,0,-5,0,0,0,-2,0,0,0,0,-3
65.892,0.431,1.0,0.003,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.002,0,4,0,-5,0,0,0,-2,0,0,0,0,-3
65.918,0.436,1.0,0.003,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.191,0.000,0.000,-0.005,0,4,0,-5,0,0,0,3,0,0,0,0,-1
65.935,0.436,1.0,0.003,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.191,0.000,0.000,-0.005,0,4,0,-5,0,0,0,3,0,0,0,0,-1
65.966,0.444,1.0,0.003,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.000,-0.005,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
65.987,0.444,1.0,0.003,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.000,-0.005,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
66.004,0.449,1.0,0.003,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.144,0.000,0.000,-0.005,0,4,0,-5,0,0,0,2,0,0,0,0,-1
66.021,0.449,1.0,0.003,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.144,0.000,0.000,-0.005,0,4,0,-5,0,0,0,3,0,0,0,0,-1
66.043,0.449,1.0,0.003,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.144,0.000,0.000,-0.005,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
66.063,0.455,1.0,0.003,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.092,0.000,0.000,-0.005,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
66.090,0.455,1.0,0.003,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.092,0.000,0.000,-0.005,0,4,0,-5,0,0,0,1,0,0,0,0,-2
66.121,0.462,1.0,0.003,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.124,0.000,0.000,-0.006,0,4,0,-5,0,0,0,2,0,0,0,0,-1
66.142,0.462,1.0,0.003,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.124,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
66.159,0.462,1.0,0.003,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.124,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
66.175,0.467,1.0,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.101,0.000,0.000,-0.006,0,4,0,-5,0,0,0,0,0,0,0,0,-2
66.193,0.467,1.0,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.101,0.000,0.000,-0.006,0,4,0,-5,0,0,0,3,0,0,0,0,-1
66.213,0.473,1.1,0.003,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.144,0.000,0.000,-0.006,0,4,0,-5,0,0,0,2,0,0,0,0,-2
66.230,0.473,1.1,0.003,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.144,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-2,0,0,0,0,-3
66.247,0.473,1.1,0.003,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.144,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
66.264,0.480,1.1,0.003,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.145,0.000,0.000,-0.006,0,4,0,-5,0,0,0,0,0,0,0,0,-3
66.285,0.480,1.1,0.003,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.145,0.000,0.000,-0.006,0,4,0,-5,0,0,0,4,0,0,0,0,-1
66.303,0.480,1.1,0.003,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.145,0.000,0.000,-0.006,0,4,0,-5,0,0,0,2,0,0,0,0,-1
66.319,0.486,1.1,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-2,0,0,0,0,-3
66.336,0.486,1.1,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
66.357,0.486,1.1,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,-0.006,0,4,0,-5,0,0,0,0,0,0,0,0,-2
66.374,0.491,1.1,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.097,0.000,0.000,-0.006,0,4,0,-5,0,0,0,3,0,0,0,0,-1
66.391,0.491,1.1,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.097,0.000,0.000,-0.006,0,4,0,-5,0,0,0,2,0,0,0,0,-1
66.418,0.491,1.1,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.097,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
66.440,0.498,1.1,0.003,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.112,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-2,0,0,0,0,-3
66.465,0.498,1.1,0.003,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.112,0.000,0.000,-0.006,0,4,0,-5,0,0,0,3,0,0,0,0,-1
66.497,0.504,1.1,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.096,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
66.518,0.504,1.1,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.096,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-4,0,0,0,0,-4
66.543,0.509,1.1,0.003,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.118,0.000,0.000,-0.006,0,4,0,-5,0,0,0,1,0,0,0,0,-2
66.560,0.509,1.1,0.003,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.118,0.000,0.000,-0.006,0,4,0,-5,0,0,0,4,0,0,0,0,-1
66.590,0.516,1.2,0.003,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.154,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-2,0,0,0,0,-3
66.610,0.516,1.2,0.003,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.154,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-4,0,0,0,0,-4
66.627,0.516,1.2,0.003,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.154,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
66.645,0.522,1.2,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.101,0.000,0.000,-0.006,0,4,0,-5,0,0,0,3,0,0,0,0,-1
66.668,0.522,1.2,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.101,0.000,0.000,-0.006,0,4,0,-5,0,0,0,2,0,0,0,0,-2
66.690,0.527,1.2,0.003,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.122,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
66.715,0.527,1.2,0.003,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.122,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
66.733,0.535,1.2,0.003,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,-0.006,0,4,0,-5,0,0,0,3,0,0,0,0,-1
66.749,0.535,1.2,0.003,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,-0.006,0,4,0,-5,0,0,0,4,0,0,0,0,0
66.769,0.535,1.2,0.003,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
66.793,0.540,1.2,0.003,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.091,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-4,0,0,0,0,-4
66.809,0.540,1.2,0.003,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.091,0.000,0.000,-0.006,0,4,0,-5,0,0,0,-1,0,0,0,0,-3
66.826,0.540,1.2,0.003,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.091,0.000,0.000,-0.006,0,4,0,-5,0,0,0,3,0,0,0,0,-1
66.846,0.546,1.2,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.102,0.000,0.000,-0.007,0,4,0,-5,0,0,0,3,0,0,0,0,-1
66.872,0.546,1.2,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.102,0.000,0.000,-0.007,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
66.888,0.546,1.2,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.102,0.000,0.000,-0.007,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
66.918,0.553,1.2,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.102,0.000,0.000,-0.007,0,4,0,-5,0,0,0,4,0,0,0,0,-1
66.939,0.553,1.2,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.102,0.000,0.000,-0.007,0,4,0,-5,0,0,0,2,0,0,0,0,-1
66.966,0.558,1.2,0.003,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.115,0.000,0.000,-0.007,0,4,0,-5,0,0,0,-4,0,0,0,0,-4
66.996,0.564,1.3,0.003,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.176,0.000,0.000,-0.007,0,4,0,-5,0,0,0,1,0,0,0,0,-2
67.017,0.564,1.3,0.003,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.176,0.000,0.000,-0.007,0,4,0,-5,0,0,0,4,0,0,0,0,0
67.044,0.564,1.3,0.003,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.176,0.000,0.000,-0.007,0,4,0,-5,0,0,0,-2,0,0,0,0,-3
67.060,0.571,1.3,0.003,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.115,0.000,0.000,-0.007,0,4,0,-5,0,0,0,-4,0,0,0,0,-5
67.090,0.571,1.3,0.003,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.115,0.000,0.000,-0.007,0,4,0,-5,0,0,0,2,0,0,0,0,-2
67.111,0.577,1.3,0.003,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.108,0.000,0.000,-0.007,0,4,0,-5,0,0,0,4,0,0,0,0,0
67.129,0.577,1.3,0.003,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.108,0.000,0.000,-0.007,0,4,0,-5,0,0,0,0,0,0,0,0,-2
67.146,0.577,1.3,0.003,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.108,0.000,0.000,-0.007,0,4,0,-5,0,0,0,-4,0,0,0,0,-4
67.168,0.582,1.3,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.097,0.000,0.000,-0.007,0,4,0,-5,0,0,0,-2,0,0,0,0,-3
67.189,0.582,1.3,0.003,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.097,0.000,0.000,-0.007,0,4,0,-5,0,0,0,3,0,0,0,0,-1
67.215,0.589,1.3,0.003,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.152,0.000,0.000,-0.007,0,4,0,-5,0,0,0,2,0,0,0,0,-2
67.231,0.589,1.3,0.003,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.152,0.000,0.000,-0.007,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
67.248,0.589,1.3,0.003,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.152,0.000,0.000,-0.007,0,4,0,-5,0,0,0,-4,0,0,0,0,-5
67.268,0.595,1.3,0.003,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.104,0.000,0.000,-0.007,0,4,0,-5,0,0,0,1,0,0,0,0,-2
67.293,0.595,1.3,0.003,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.104,0.000,0.000,-0.007,0,4,0,-5,0,0,0,4,0,0,0,0,0
67.310,0.600,1.3,0.003,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.129,0.000,0.000,-0.007,0,4,0,-5,0,0,0,0,0,0,0,0,-2
67.327,0.600,1.3,0.003,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.129,0.000,0.000,-0.007,0,4,0,-5,0,0,0,-4,0,0,0,0,-4
67.348,0.600,1.3,0.003,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.129,0.000,0.000,-0.007,0,4,0,-5,0,0,0,-3,0,0,0,0,-4
67.372,0.607,1.4,0.003,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.117,0.000,0.000,-0.007,0,4,0,-5,0,0,0,4,0,0,0,0,0
67.389,0.607,1.4,0.003,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.117,0.000,0.000,-0.007,0,4,0,-5,0,0,0,4,0,0,0,0,-1
