t,speed,mph,steer,throttle,longG,latG,yaw,expectYaw,understeer,oversteer,jolt,angVelX,angVelZ,vy,fireRaw,fxActive,fxFired,center,corner,oversteer,brake,texture,scrub,judder,impact,weapon,force
40.861,0.928,2.1,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.135,0.000,0.000,-0.014,0,4,0,0,0,0,0,-2,0,0,0,0,-1
40.878,0.928,2.1,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.135,0.000,0.000,-0.014,0,4,0,0,0,0,0,-8,0,0,0,0,-4
40.895,0.928,2.1,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.135,0.000,0.000,-0.014,0,4,0,0,0,0,0,-3,0,0,0,0,-2
40.912,0.934,2.1,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.136,0.000,0.000,-0.014,0,4,0,0,0,0,0,5,0,0,0,0,3
40.933,0.934,2.1,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.136,0.000,0.000,-0.014,0,4,0,0,0,0,0,7,0,0,0,0,3
40.965,0.944,2.1,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.170,0.000,0.000,-0.014,0,4,0,0,0,0,0,-8,0,0,0,0,-4
40.997,0.944,2.1,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.170,0.000,0.000,-0.014,0,4,0,0,0,0,0,2,0,0,0,0,1
41.018,0.950,2.1,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.131,0.000,0.000,-0.014,0,4,0,0,0,0,0,8,0,0,0,0,4
41.043,0.950,2.1,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.131,0.000,0.000,-0.014,0,4,0,0,0,0,0,-2,0,0,0,0,-1
41.059,0.944,2.1,0.000,0.000,-0.015,0.000,0.000,0.000,0.000,0.000,0.664,0.000,0.000,0.012,0,4,0,0,0,0,0,-12,0,0,0,0,-6
41.090,0.944,2.1,0.000,0.000,-0.015,0.000,0.000,0.000,0.000,0.000,0.664,0.000,0.000,0.012,0,4,0,0,0,0,0,5,0,0,0,0,3
41.111,0.936,2.1,0.000,0.000,-0.017,0.000,0.000,0.000,0.000,0.000,0.162,0.000,0.000,0.012,0,4,0,0,0,0,0,8,0,0,0,0,4
41.127,0.936,2.1,0.000,0.000,-0.017,0.000,0.000,0.000,0.000,0.000,0.162,0.000,0.000,0.012,0,4,0,0,0,0,0,1,0,0,0,0,1
41.143,0.936,2.1,0.000,0.000,-0.017,0.000,0.000,0.000,0.000,0.000,0.162,0.000,0.000,0.012,0,4,0,0,0,0,0,-6,0,0,0,0,-3
41.168,0.930,2.1,0.000,0.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.108,0.000,0.000,0.012,0,4,0,0,0,0,0,-3,0,0,0,0,-2
41.189,0.930,2.1,0.000,0.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.108,0.000,0.000,0.012,0,4,0,0,0,0,0,6,0,0,0,0,3
41.216,0.924,2.1,0.000,0.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.129,0.000,0.000,0.012,0,4,0,0,0,0,0,2,0,0,0,0,1
41.246,0.924,2.1,0.000,0.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.129,0.000,0.000,0.012,0,4,0,0,0,0,0,-7,0,0,0,0,-4
41.268,0.915,2.0,0.000,0.000,-0.017,0.000,0.000,0.000,0.000,0.000,0.163,0.000,0.000,0.012,0,4,0,0,0,0,0,1,0,0,0,0,1
41.294,0.915,2.0,0.000,0.000,-0.017,0.000,0.000,0.000,0.000,0.000,0.163,0.000,0.000,0.012,0,4,0,0,0,0,0,7,0,0,0,0,4
41.310,0.915,2.0,0.000,0.000,-0.017,0.000,0.000,0.000,0.000,0.000,0.163,0.000,0.000,0.012,0,4,0,0,0,0,0,0,0,0,0,0,0
41.341,0.909,2.0,0.000,0.000,-0.009,0.000,0.000,0.000,0.000,0.000,0.085,0.000,0.000,0.012,0,4,0,0,0,0,0,-6,0,0,0,0,-3
41.361,0.909,2.0,0.000,0.000,-0.009,0.000,0.000,0.000,0.000,0.000,0.085,0.000,0.000,0.012,0,4,0,0,0,0,0,2,0,0,0,0,1
41.379,0.903,2.0,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.161,0.000,0.000,0.012,0,4,0,0,0,0,0,8,0,0,0,0,4
41.396,0.903,2.0,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.161,0.000,0.000,0.012,0,4,0,0,0,0,0,3,0,0,0,0,2
41.413,0.903,2.0,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.161,0.000,0.000,0.012,0,4,0,0,0,0,0,-5,0,0,0,0,-2
41.433,0.894,2.0,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.155,0.000,0.000,0.012,0,4,0,0,0,0,0,-6,0,0,0,0,-3
41.466,0.894,2.0,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.155,0.000,0.000,0.012,0,4,0,0,0,0,0,7,0,0,0,0,4
41.482,0.888,2.0,0.000,0.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.127,0.000,0.000,0.012,0,4,0,0,0,0,0,5,0,0,0,0,3
41.499,0.888,2.0,0.000,0.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.127,0.000,0.000,0.012,0,4,0,0,0,0,0,-3,0,0,0,0,-1
41.520,0.888,2.0,0.000,0.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.127,0.000,0.000,0.012,0,4,0,0,0,0,0,-7,0,0,0,0,-3
41.543,0.882,2.0,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.102,0.000,0.000,0.012,0,4,0,0,0,0,0,2,0,0,0,0,1
41.560,0.882,2.0,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.102,0.000,0.000,0.012,0,4,0,0,0,0,0,7,0,0,0,0,3
41.576,0.874,2.0,0.000,0.000,-0.025,0.000,0.000,0.000,0.000,0.000,0.247,0.000,0.000,0.011,0,4,0,0,0,0,0,4,0,0,0,0,2
41.598,0.874,2.0,0.000,0.000,-0.025,0.000,0.000,0.000,0.000,0.000,0.247,0.000,0.000,0.011,0,4,0,0,0,0,0,-6,0,0,0,0,-3
41.621,0.874,2.0,0.000,0.000,-0.025,0.000,0.000,0.000,0.000,0.000,0.247,0.000,0.000,0.011,0,4,0,0,0,0,0,-4,0,0,0,0,-2
41.638,0.868,1.9,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.011,0,4,0,0,0,0,0,4,0,0,0,0,2
41.669,0.868,1.9,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.011,0,4,0,0,0,0,0,3,0,0,0,0,1
41.690,0.861,1.9,0.000,0.000,-0.012,0.000,0.000,0.000,0.000,0.000,0.121,0.000,0.000,0.011,0,4,0,0,0,0,0,-6,0,0,0,0,-3
41.716,0.861,1.9,0.000,0.000,-0.012,0.000,0.000,0.000,0.000,0.000,0.121,0.000,0.000,0.011,0,4,0,0,0,0,0,-2,0,0,0,0,-1
41.746,0.853,1.9,0.000,0.000,-0.015,0.000,0.000,0.000,0.000,0.000,0.146,0.000,0.000,0.011,0,4,0,0,0,0,0,7,0,0,0,0,3
41.767,0.853,1.9,0.000,0.000,-0.015,0.000,0.000,0.000,0.000,0.000,0.146,0.000,0.000,0.011,0,4,0,0,0,0,0,0,0,0,0,0,0
41.784,0.853,1.9,0.000,0.000,-0.015,0.000,0.000,0.000,0.000,0.000,0.146,0.000,0.000,0.011,0,4,0,0,0,0,0,-7,0,0,0,0,-3
41.801,0.847,1.9,0.000,0.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.113,0.000,0.000,0.011,0,4,0,0,0,0,0,-4,0,0,0,0,-2
41.819,0.847,1.9,0.000,0.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.113,0.000,0.000,0.011,0,4,0,0,0,0,0,3,0,0,0,0,2
41.840,0.841,1.9,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.162,0.000,0.000,0.011,0,4,0,0,0,0,0,6,0,0,0,0,3
41.872,0.841,1.9,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.162,0.000,0.000,0.011,0,4,0,0,0,0,0,-6,0,0,0,0,-3
41.888,0.841,1.9,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.162,0.000,0.000,0.011,0,4,0,0,0,0,0,-6,0,0,0,0,-3
41.918,0.832,1.9,0.000,0.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.106,0.000,0.000,0.011,0,4,0,0,0,0,0,6,0,0,0,0,3
41.939,0.832,1.9,0.000,0.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.106,0.000,0.000,0.011,0,4,0,0,0,0,0,4,0,0,0,0,2
41.966,0.826,1.8,0.000,0.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.011,0,4,0,0,0,0,0,-6,0,0,0,0,-3
41.983,0.826,1.8,0.000,0.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.011,0,4,0,0,0,0,0,-4,0,0,0,0,-2
41.999,0.820,1.8,0.000,0.000,-0.019,0.000,0.000,0.000,0.000,0.000,0.182,0.000,0.000,0.011,0,4,0,0,0,0,0,3,0,0,0,0,2
42.020,0.820,1.8,0.000,0.000,-0.019,0.000,0.000,0.000,0.000,0.000,0.182,0.000,0.000,0.011,0,4,0,0,0,0,0,7,0,0,0,0,3
42.043,0.820,1.8,0.000,0.000,-0.019,0.000,0.000,0.000,0.000,0.000,0.182,0.000,0.000,0.011,0,4,0,0,0,0,0,-2,0,0,0,0,-1
42.060,0.812,1.8,0.000,0.168,-0.014,0.000,0.000,0.000,0.000,0.000,0.137,0.000,0.000,0.011,0,4,0,0,0,0,0,-6,0,0,0,0,-3
42.076,0.812,1.8,0.000,0.168,-0.014,0.000,0.000,0.000,0.000,0.000,0.137,0.000,0.000,0.011,0,4,0,0,0,0,0,-3,0,0,0,0,-2
42.098,0.806,1.8,0.000,0.475,-0.017,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.011,0,4,0,0,0,0,0,5,0,0,0,0,3
42.122,0.806,1.8,0.000,0.475,-0.017,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.011,0,4,0,0,0,0,0,3,0,0,0,0,2
42.138,0.806,1.8,0.000,0.475,-0.017,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.011,0,4,0,0,0,0,0,-4,0,0,0,0,-2
42.169,0.799,1.8,0.000,0.722,-0.009,0.000,0.000,0.000,0.000,0.000,0.086,0.000,0.000,0.011,0,4,0,0,0,0,0,-2,0,0,0,0,-1
42.191,0.799,1.8,0.000,0.722,-0.009,0.000,0.000,0.000,0.000,0.000,0.086,0.000,0.000,0.011,0,4,0,0,0,0,0,5,0,0,0,0,3
42.207,0.791,1.8,0.000,0.868,-0.022,0.000,0.000,0.000,0.000,0.000,0.213,0.000,0.000,0.010,0,4,0,0,0,0,0,5,0,0,0,0,3
42.224,0.791,1.8,0.000,0.868,-0.022,0.000,0.000,0.000,0.000,0.000,0.213,0.000,0.000,0.010,0,4,0,0,0,0,0,-2,0,0,0,0,-1
42.241,0.791,1.8,0.000,0.868,-0.022,0.000,0.000,0.000,0.000,0.000,0.213,0.000,0.000,0.010,0,4,0,0,0,0,0,-7,0,0,0,0,-3
42.262,0.785,1.8,0.000,1.000,-0.012,0.000,0.000,0.000,0.000,0.000,0.114,0.000,0.000,0.010,0,4,0,0,0,0,0,-2,0,0,0,0,-1
42.293,0.785,1.8,0.000,1.000,-0.012,0.000,0.000,0.000,0.000,0.000,0.114,0.000,0.000,0.010,0,4,0,0,0,0,0,6,0,0,0,0,3
42.311,0.779,1.7,0.000,1.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.010,0,4,0,0,0,0,0,0,0,0,0,0,0
42.341,0.779,1.7,0.000,1.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.010,0,4,0,0,0,0,0,-5,0,0,0,0,-3
42.362,0.771,1.7,0.000,1.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.161,0.000,0.000,0.010,0,4,0,0,0,0,0,2,0,0,0,0,1
42.379,0.771,1.7,0.000,1.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.161,0.000,0.000,0.010,0,4,0,0,0,0,0,6,0,0,0,0,3
42.397,0.771,1.7,0.000,1.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.161,0.000,0.000,0.010,0,4,0,0,0,0,0,2,0,0,0,0,1
42.418,0.764,1.7,0.000,1.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.110,0.000,0.000,0.010,0,4,0,0,0,0,0,-5,0,0,0,0,-3
42.439,0.764,1.7,0.000,1.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.110,0.000,0.000,0.010,0,4,0,0,0,0,0,-3,0,0,0,0,-2
42.466,0.758,1.7,0.000,1.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.128,0.000,0.000,0.010,0,4,0,0,0,0,0,6,0,0,0,0,3
42.482,0.758,1.7,0.000,1.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.128,0.000,0.000,0.010,0,4,0,0,0,0,0,4,0,0,0,0,2
42.499,0.758,1.7,0.000,1.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.128,0.000,0.000,0.010,0,4,0,0,0,0,0,-2,0,0,0,0,-1
42.520,0.750,1.7,0.000,1.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.155,0.000,0.000,0.010,0,4,0,0,0,0,0,-6,0,0,0,0,-3
42.543,0.750,1.7,0.000,1.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.155,0.000,0.000,0.010,0,4,0,0,0,0,0,2,0,0,0,0,1
42.560,0.750,1.7,0.000,1.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.155,0.000,0.000,0.010,0,4,0,0,0,0,0,6,0,0,0,0,3
42.576,0.744,1.7,0.000,1.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.108,0.000,0.000,0.010,0,4,0,0,0,0,0,3,0,0,0,0,1
42.597,0.744,1.7,0.000,1.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.108,0.000,0.000,0.010,0,4,0,0,0,0,0,-4,0,0,0,0,-2
42.621,0.738,1.7,0.000,1.000,-0.014,0.000,0.000,0.000,0.000,0.000,0.135,0.000,0.000,0.010,0,4,0,0,0,0,0,-3,0,0,0,0,-2
42.639,0.738,1.7,0.000,1.000,-0.014,0.000,0.000,0.000,0.000,0.000,0.135,0.000,0.000,0.010,0,4,0,0,0,0,0,3,0,0,0,0,2
42.669,0.738,1.7,0.000,1.000,-0.014,0.000,0.000,0.000,0.000,0.000,0.135,0.000,0.000,0.010,0,4,0,0,0,0,0,2,0,0,0,0,1
42.689,0.730,1.6,0.000,1.000,-0.012,0.000,0.000,0.000,0.000,0.000,0.122,0.000,0.000,0.010,0,4,0,0,0,0,0,-5,0,0,0,0,-2
42.715,0.730,1.6,0.000,1.000,-0.012,0.000,0.000,0.000,0.000,0.000,0.122,0.000,0.000,0.010,0,4,0,0,0,0,0,-2,0,0,0,0,-1
42.746,0.723,1.6,0.000,1.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.108,0.000,0.000,0.010,0,4,0,0,0,0,0,5,0,0,0,0,3
42.767,0.723,1.6,0.000,1.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.108,0.000,0.000,0.010,0,4,0,0,0,0,0,0,0,0,0,0,0
42.793,0.717,1.6,0.000,1.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.009,0,4,0,0,0,0,0,-5,0,0,0,0,-3
42.810,0.717,1.6,0.000,1.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.009,0,4,0,0,0,0,0,0,0,0,0,0,0
42.826,0.709,1.6,0.000,1.000,-0.025,0.000,0.000,0.000,0.000,0.000,0.244,0.000,0.000,0.009,0,4,0,0,0,0,0,5,0,0,0,0,3
42.850,0.709,1.6,0.000,1.000,-0.025,0.000,0.000,0.000,0.000,0.000,0.244,0.000,0.000,0.009,0,4,0,0,0,0,0,3,0,0,0,0,1
42.871,0.709,1.6,0.000,1.000,-0.025,0.000,0.000,0.000,0.000,0.000,0.244,0.000,0.000,0.009,0,4,0,0,0,0,0,-5,0,0,0,0,-3
42.888,0.703,1.6,0.000,1.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.099,0.000,0.000,0.009,0,4,0,0,0,0,0,-4,0,0,0,0,-2
42.919,0.703,1.6,0.000,1.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.099,0.000,0.000,0.009,0,4,0,0,0,0,0,5,0,0,0,0,2
42.940,0.697,1.6,0.000,1.000,-0.012,0.000,0.000,0.000,0.000,0.000,0.118,0.000,0.000,0.009,0,4,0,0,0,0,0,3,0,0,0,0,1
42.965,0.697,1.6,0.000,1.000,-0.012,0.000,0.000,0.000,0.000,0.000,0.118,0.000,0.000,0.009,0,4,0,0,0,0,0,-5,0,0,0,0,-2
42.982,0.697,1.6,0.000,1.000,-0.012,0.000,0.000,0.000,0.000,0.000,0.118,0.000,0.000,0.009,0,4,0,0,0,0,0,-4,0,0,0,0,-2
42.998,0.689,1.5,0.000,0.745,-0.014,0.000,0.000,0.000,0.000,0.000,0.141,0.000,0.000,0.009,0,4,0,0,0,0,0,2,0,0,0,0,1
43.019,0.689,1.5,0.000,0.745,-0.014,0.000,0.000,0.000,0.000,0.000,0.141,0.000,0.000,0.009,0,4,0,0,0,0,0,5,0,0,0,0,3
43.044,0.683,1.5,0.000,0.286,-0.014,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.000,0.009,0,4,0,0,0,0,0,-2,0,0,0,0,-1
43.061,0.683,1.5,0.000,0.286,-0.014,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.000,0.009,0,4,0,0,0,0,0,-5,0,0,0,0,-3
43.091,0.676,1.5,0.000,0.066,-0.013,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.009,0,4,0,0,0,0,0,3,0,0,0,0,1
43.112,0.676,1.5,0.000,0.066,-0.013,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.009,0,4,0,0,0,0,0,5,0,0,0,0,2
43.128,0.676,1.5,0.000,0.066,-0.013,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.009,0,4,0,0,0,0,0,0,0,0,0,0,0
43.145,0.668,1.5,0.000,0.002,-0.015,0.000,0.000,0.000,0.000,0.000,0.152,0.000,0.000,0.009,0,4,0,0,0,0,0,-5,0,0,0,0,-2
43.168,0.668,1.5,0.000,0.002,-0.015,0.000,0.000,0.000,0.000,0.000,0.152,0.000,0.000,0.009,0,4,0,0,0,0,0,-2,0,0,0,0,-1
43.188,0.668,1.5,0.000,0.002,-0.015,0.000,0.000,0.000,0.000,0.000,0.152,0.000,0.000,0.009,0,4,0,0,0,0,0,4,0,0,0,0,2
43.216,0.662,1.5,0.000,0.000,-0.009,0.000,0.000,0.000,0.000,0.000,0.087,0.000,0.000,0.009,0,4,0,0,0,0,0,1,0,0,0,0,1
43.232,0.662,1.5,0.000,0.000,-0.009,0.000,0.000,0.000,0.000,0.000,0.087,0.000,0.000,0.009,0,4,0,0,0,0,0,-4,0,0,0,0,-2
43.250,0.656,1.5,0.000,0.000,-0.018,0.000,0.000,0.000,0.000,0.000,0.176,0.000,0.000,0.009,0,4,0,0,0,0,0,-5,0,0,0,0,-2
43.270,0.656,1.5,0.000,0.000,-0.018,0.000,0.000,0.000,0.000,0.000,0.176,0.000,0.000,0.009,0,4,0,0,0,0,0,2,0,0,0,0,1
43.293,0.656,1.5,0.000,0.000,-0.018,0.000,0.000,0.000,0.000,0.000,0.176,0.000,0.000,0.009,0,4,0,0,0,0,0,5,0,0,0,0,3
43.311,0.648,1.4,0.000,0.000,-0.014,0.000,0.000,0.000,0.000,0.000,0.135,0.000,0.000,0.009,0,4,0,0,0,0,0,0,0,0,0,0,0
43.340,0.648,1.4,0.000,0.000,-0.014,0.000,0.000,0.000,0.000,0.000,0.135,0.000,0.000,0.009,0,4,0,0,0,0,0,-5,0,0,0,0,-2
43.362,0.642,1.4,0.000,0.000,-0.012,0.000,0.000,0.000,0.000,0.000,0.120,0.000,0.000,0.008,0,4,0,0,0,0,0,2,0,0,0,0,1
43.379,0.642,1.4,0.000,0.000,-0.012,0.000,0.000,0.000,0.000,0.000,0.120,0.000,0.000,0.008,0,4,0,0,0,0,0,5,0,0,0,0,3
43.397,0.642,1.4,0.000,0.000,-0.012,0.000,0.000,0.000,0.000,0.000,0.120,0.000,0.000,0.008,0,4,0,0,0,0,0,2,0,0,0,0,1
43.418,0.636,1.4,0.000,0.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.108,0.000,0.000,0.008,0,4,0,0,0,0,0,-4,0,0,0,0,-2
43.439,0.636,1.4,0.000,0.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.108,0.000,0.000,0.008,0,4,0,0,0,0,0,-3,0,0,0,0,-1
43.465,0.628,1.4,0.000,0.000,-0.018,0.000,0.000,0.000,0.000,0.000,0.174,0.000,0.000,0.008,0,4,0,0,0,0,0,5,0,0,0,0,2
43.481,0.628,1.4,0.000,0.000,-0.018,0.000,0.000,0.000,0.000,0.000,0.174,0.000,0.000,0.008,0,4,0,0,0,0,0,4,0,0,0,0,2
43.499,0.628,1.4,0.000,0.000,-0.018,0.000,0.000,0.000,0.000,0.000,0.174,0.000,0.000,0.008,0,4,0,0,0,0,0,-2,0,0,0,0,-1
43.520,0.621,1.4,0.000,0.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.110,0.000,0.000,0.008,0,4,0,0,0,0,0,-4,0,0,0,0,-2
43.543,0.621,1.4,0.000,0.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.110,0.000,0.000,0.008,0,4,0,0,0,0,0,2,0,0,0,0,1
43.560,0.615,1.4,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.152,0.000,0.000,0.008,0,4,0,0,0,0,0,5,0,0,0,0,2
43.590,0.615,1.4,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.152,0.000,0.000,0.008,0,4,0,0,0,0,0,-2,0,0,0,0,-1
43.612,0.607,1.4,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.156,0.000,0.000,0.008,0,4,0,0,0,0,0,-4,0,0,0,0,-2
43.629,0.607,1.4,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.156,0.000,0.000,0.008,0,4,0,0,0,0,0,0,0,0,0,0,0
43.646,0.607,1.4,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.156,0.000,0.000,0.008,0,4,0,0,0,0,0,4,0,0,0,0,2
43.668,0.601,1.3,0.000,0.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.109,0.000,0.000,0.008,0,4,0,0,0,0,0,2,0,0,0,0,1
43.689,0.601,1.3,0.000,0.000,-0.011,0.000,0.000,0.000,0.000,0.000,0.109,0.000,0.000,0.008,0,4,0,0,0,0,0,-4,0,0,0,0,-2
43.715,0.595,1.3,0.000,0.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.131,0.000,0.000,0.008,0,4,0,0,0,0,0,-2,0,0,0,0,-1
43.732,0.595,1.3,0.000,0.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.131,0.000,0.000,0.008,0,4,0,0,0,0,0,3,0,0,0,0,2
43.749,0.595,1.3,0.000,0.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.131,0.000,0.000,0.008,0,4,0,0,0,0,0,4,0,0,0,0,2
43.770,0.587,1.3,0.000,0.000,-0.015,0.000,0.000,0.000,0.000,0.000,0.148,0.000,0.000,0.008,0,4,0,0,0,0,0,-1,0,0,0,0,-1
43.793,0.587,1.3,0.000,0.000,-0.015,0.000,0.000,0.000,0.000,0.000,0.148,0.000,0.000,0.008,0,4,0,0,0,0,0,-4,0,0,0,0,-2
43.810,0.587,1.3,0.000,0.000,-0.015,0.000,0.000,0.000,0.000,0.000,0.148,0.000,0.000,0.008,0,4,0,0,0,0,0,0,0,0,0,0,0
43.840,0.581,1.3,0.000,0.000,-0.009,0.000,0.000,0.000,0.000,0.000,0.087,0.000,0.000,0.008,0,4,0,0,0,0,0,4,0,0,0,0,2
43.861,0.581,1.3,0.000,0.000,-0.009,0.000,0.000,0.000,0.000,0.000,0.087,0.000,0.000,0.008,0,4,0,0,0,0,0,-1,0,0,0,0,-1
43.879,0.575,1.3,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.155,0.000,0.000,0.008,0,4,0,0,0,0,0,-4,0,0,0,0,-2
43.896,0.575,1.3,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.155,0.000,0.000,0.008,0,4,0,0,0,0,0,-2,0,0,0,0,-1
43.912,0.575,1.3,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.155,0.000,0.000,0.008,0,4,0,0,0,0,0,3,0,0,0,0,2
43.933,0.567,1.3,0.000,0.000,-0.015,0.000,0.000,0.000,0.000,0.000,0.151,0.000,0.000,0.007,0,4,0,0,0,0,0,4,0,0,0,0,2
43.965,0.567,1.3,0.000,0.000,-0.015,0.000,0.000,0.000,0.000,0.000,0.151,0.000,0.000,0.007,0,4,0,0,0,0,0,-4,0,0,0,0,-2
43.982,0.560,1.3,0.000,0.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.124,0.000,0.000,0.007,0,4,0,0,0,0,0,-3,0,0,0,0,-1
44.000,0.560,1.3,0.000,0.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.124,0.000,0.000,0.007,0,4,0,0,0,0,0,2,0,0,0,0,1
44.020,0.560,1.3,0.000,0.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.124,0.000,0.000,0.007,0,4,0,0,0,0,0,4,0,0,0,0,2
44.043,0.554,1.2,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.099,0.000,0.000,0.007,0,4,0,0,0,0,0,-1,0,0,0,0,-1
44.061,0.554,1.2,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.099,0.000,0.000,0.007,0,4,0,0,0,0,0,-4,0,0,0,0,-2
44.090,0.546,1.2,0.000,0.000,-0.018,0.000,0.000,0.000,0.000,0.000,0.173,0.000,0.000,0.007,0,4,0,0,0,0,0,2,0,0,0,0,1
44.112,0.546,1.2,0.000,0.000,-0.018,0.000,0.000,0.000,0.000,0.000,0.173,0.000,0.000,0.007,0,4,0,0,0,0,0,4,0,0,0,0,2
44.129,0.540,1.2,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.158,0.000,0.000,0.007,0,4,0,0,0,0,0,0,0,0,0,0,0
44.146,0.540,1.2,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.158,0.000,0.000,0.007,0,4,0,0,0,0,0,-4,0,0,0,0,-2
44.169,0.540,1.2,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.158,0.000,0.000,0.007,0,4,0,0,0,0,0,-2,0,0,0,0,-1
44.189,0.534,1.2,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.101,0.000,0.000,0.007,0,4,0,0,0,0,0,3,0,0,0,0,2
44.215,0.534,1.2,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.101,0.000,0.000,0.007,0,4,0,0,0,0,0,2,0,0,0,0,1
