t,offset,oldInt,newInt,oldFloat,newFloat
11.741,232,1050067319,1050044046,0.2944448,0.2937512
11.742,236,1050067319,1050044046,0.2944448,0.2937512
11.742,240,-1176387773,-1171742432,-0.0004305785,-0.0006432701
11.743,244,-1174783816,-1176797237,-0.0004772597,-0.0004186615
11.744,248,-1097393364,-1097393568,-0.2951292,-0.2951231
11.745,260,1096444129,1096411874,13.65061,13.61984
11.798,12,1591,1589,2.229466E-42,2.226663E-42
11.799,216,-1111122734,-1094991375,-0.09649052,-0.366714
11.8,220,-1104671273,-1111208671,-0.1641153,-0.09585024
11.801,224,-1025023901,-1025024230,-115.6883,-115.6857
11.802,228,1050044046,1050009671,0.2937512,0.2927267
11.803,232,1050044046,1050009671,0.2937512,0.2927267
11.803,236,1050044046,1050009671,0.2937512,0.2927267
11.804,240,-1171742432,-1155516347,-0.0006432701,-0.00244476
11.805,244,-1176797237,-1182780833,-0.0004186615,-0.0002445159
11.805,248,-1097393568,-1097393783,-0.2951231,-0.2951167
11.806,260,1096411874,1096369413,13.61984,13.57935
11.807,352,1027637248,1031667712,0.04699707,0.06201172
11.83,12,1589,1587,2.226663E-42,2.223861E-42
11.831,216,-1094991375,-1078244399,-0.366714,-1.463251
11.832,220,-1111208671,-1115339185,-0.09585024,-0.06507551
11.833,224,-1025024230,-1025024524,-115.6857,-115.6835
11.834,228,1050009671,1049972127,0.2927267,0.2916078
11.834,232,1050009671,1049972127,0.2927267,0.2916078
11.835,236,1050009671,1049972127,0.2927267,0.2916078
11.836,240,-1155516347,-1138764936,-0.00244476,-0.009755008
11.837,244,-1182780833,-1188162896,-0.0002445159,-0.0001660089
11.838,248,-1097393783,-1097393975,-0.2951167,-0.295111
11.838,260,1096369413,1096337200,13.57935,13.54863
11.84,352,1031667712,1027637248,0.06201172,0.04699707
11.892,12,1587,1585,2.223861E-42,2.221058E-42
11.893,216,-1078244399,-1075244525,-1.463251,-1.820864
11.894,220,-1115339185,-1124609047,-0.06507551,-0.03025241
11.895,224,-1025024524,-1024549255,-115.6835,-119.3095
11.896,228,1049972127,1049923857,0.2916078,0.2901693
11.896,232,1049972127,1049923857,0.2916078,0.2901693
11.897,236,1049972127,1049923857,0.2916078,0.2901693
11.898,240,-1138764936,-1136205043,-0.009755008,-0.01213909
11.899,244,-1188162896,-1197352766,-0.0001660089,-7.717453E-05
11.9,248,-1097393975,-1097083595,-0.295111,-0.304361
11.9,260,1096337200,1096303901,13.54863,13.51687
11.955,12,1585,1583,2.221058E-42,2.218255E-42
11.956,216,-1075244525,-1075910171,-1.820864,-1.741513
11.957,220,-1124609047,-1113585013,-0.03025241,-0.07814511
11.958,224,-1024549255,-1024551106,-119.3095,-119.2954
11.958,228,1049923857,1049871304,0.2901693,0.2886031
11.959,232,1049923857,1049871304,0.2901693,0.2886031
11.96,236,1049923857,1049871304,0.2901693,0.2886031
11.961,240,-1136205043,-1136773061,-0.01213909,-0.01161009
11.962,244,-1197352766,-1185871732,-7.717453E-05,-0.0001993498
11.962,248,-1097083595,-1097084804,-0.304361,-0.304325
11.963,260,1096303901,1096259520,13.51687,13.47455
11.964,352,1027637248,1031868416,0.04699707,0.0630188
11.986,12,1583,1581,2.218255E-42,2.215453E-42
11.987,216,-1075910171,-1085256416,-1.741513,-0.8136768
11.987,220,-1113585013,-1117016142,-0.07814511,-0.0575406
11.992,224,-1024551106,-1024551823,-119.2954,-119.2899
11.993,228,1049871304,1049840973,0.2886031,0.2876991
11.993,232,1049871304,1049840973,0.2886031,0.2876991
11.994,236,1049871304,1049840973,0.2886031,0.2876991
11.996,240,-1136773061,-1145978853,-0.01161009,-0.005424512
11.996,244,-1185871732,-1189483801,-0.0001993498,-0.0001467872
11.997,248,-1097084804,-1097085272,-0.304325,-0.304311
11.998,260,1096259520,1096226240,13.47455,13.44281
11.999,352,1031868416,1027637248,0.0630188,0.04699707
12.048,12,1581,1579,2.215453E-42,2.21265E-42
12.049,216,-1085256416,-1086888009,-0.8136768,-0.7164263
12.05,220,-1117016142,-1126252455,-0.0575406,-0.02719133
12.051,224,-1024551823,-1024552466,-119.2899,-119.285
12.051,228,1049840973,1049812148,0.2876991,0.2868401
12.052,232,1049840973,1049812148,0.2876991,0.2868401
12.053,236,1049840973,1049812148,0.2876991,0.2868401
12.053,240,-1145978853,-1147371145,-0.005424512,-0.004776176
12.054,244,-1189483801,-1198426012,-0.0001467872,-6.936563E-05
12.055,248,-1097085272,-1097085692,-0.304311,-0.3042985
12.056,260,1096226240,1096193681,13.44281,13.41176
12.057,352,1027637248,1027366912,0.04699707,0.04598999
12.111,12,1579,1577,2.21265E-42,2.209848E-42
12.112,216,-1086888009,-1085690387,-0.7164263,-0.7878101
12.113,220,-1126252455,1022568434,-0.02719133,0.02968213
12.114,224,-1024552466,-1024553426,-119.285,-119.2777
12.115,228,1049812148,1049772957,0.2868401,0.2856721
12.116,232,1049812148,1049772957,0.2868401,0.2856721
12.117,236,1049812148,1049772957,0.2868401,0.2856721
12.117,240,-1147371145,-1146349175,-0.004776176,-0.005252067
12.118,244,-1198426012,949930936,-6.936563E-05,7.571973E-05
12.119,248,-1097085692,-1097086319,-0.3042985,-0.3042798
12.12,260,1096193681,1096149263,13.41176,13.3694
12.12,352,1027366912,1031864320,0.04598999,0.06298828
12.142,12,1577,1575,2.209848E-42,2.207045E-42
12.143,216,-1085690387,-1074741631,-0.7878101,-1.880814
12.144,220,1022568434,1024964172,0.02968213,0.03703909
12.145,224,-1024553426,-1024553896,-119.2777,-119.2741
12.145,228,1049772957,1049731258,0.2856721,0.2844294
12.146,232,1049772957,1049731258,0.2856721,0.2844294
12.147,236,1049772957,1049731258,0.2856721,0.2844294
12.148,240,-1146349175,-1135775907,-0.005252067,-0.01253876
12.148,244,949930936,952510354,7.571973E-05,9.448746E-05
12.149,248,-1097086319,-1097086626,-0.3042798,-0.3042707
12.15,260,1096149263,1096115991,13.3694,13.33767
12.151,352,1031864320,1027637248,0.06298828,0.04699707
12.204,12,1575,1574,2.207045E-42,2.205644E-42
12.206,216,-1074741631,-1072412048,-1.880814,-2.317043
12.206,220,1024964172,1025398809,0.03703909,0.03865824
12.207,224,-1024553896,-1024555078,-119.2741,-119.2651
12.208,228,1049731258,1049684509,0.2844294,0.2830361
12.209,232,1049731258,1049684509,0.2844294,0.2830361
12.209,236,1049731258,1049684509,0.2844294,0.2830361
12.21,240,-1135775907,-1132653254,-0.01253876,-0.01544696
12.211,244,952510354,953078044,9.448746E-05,9.861795E-05
12.211,248,-1097086626,-1097087398,-0.3042707,-0.3042477
12.212,260,1096115991,1096082698,13.33767,13.30592
12.213,352,1027637248,1027645440,0.04699707,0.04702759
12.267,12,1574,1571,2.205644E-42,2.20144E-42
12.268,216,-1072412048,-1071985594,-2.317043,-2.418718
12.269,220,1025398809,1024024909,0.03865824,0.03354006
12.27,224,-1024555078,-1024557648,-119.2651,-119.2455
12.271,228,1049684509,1049621385,0.2830361,0.2811549
12.271,232,1049684509,1049621385,0.2830361,0.2811549
12.272,236,1049684509,1049621385,0.2830361,0.2811549
12.273,240,-1132653254,-1132193760,-0.01544696,-0.01612478
12.274,244,953078044,951283562,9.861795E-05,8.556138E-05
12.274,248,-1097087398,-1097089076,-0.3042477,-0.3041977
12.275,260,1096082698,1096039151,13.30592,13.26439
12.276,328,1,4,1.401298E-45,5.605194E-45
12.277,332,1,4,1.401298E-45,5.605194E-45
12.278,352,1027645440,1031659520,0.04702759,0.0619812
12.299,12,1571,1570,2.20144E-42,2.200039E-42
12.3,216,-1071985594,-1077405592,-2.418718,-1.563245
12.301,220,1024024909,1022282617,0.03354006,0.02914976
12.304,224,-1024557648,-1024558635,-119.2455,-119.238
12.305,228,1049621385,1049582379,0.2811549,0.2799924
12.306,232,1049621385,1049582379,0.2811549,0.2799924
12.307,236,1049621385,1049582379,0.2811549,0.2799924
12.308,240,-1132193760,-1138049154,-0.01612478,-0.01042163
12.309,244,951283562,949744280,8.556138E-05,7.436163E-05
12.309,248,-1097089076,-1097089721,-0.3041977,-0.3041784
12.31,260,1096039151,1096005883,13.26439,13.23266
12.311,352,1031659520,1027637248,0.0619812,0.04699707
12.361,12,1570,1568,2.200039E-42,2.197236E-42
12.362,216,-1077405592,-1080255978,-1.563245,-1.223452
12.363,220,1022282617,1023180993,0.02914976,0.03082311
12.364,224,-1024558635,-1024559718,-119.238,-119.2297
12.364,228,1049582379,1049547024,0.2799924,0.2789388
12.365,232,1049582379,1049547024,0.2799924,0.2789388
12.366,236,1049582379,1049547024,0.2799924,0.2789388
12.367,240,-1138049154,-1140481483,-0.01042163,-0.008156349
12.368,244,949744280,950330975,7.436163E-05,7.863039E-05
12.369,248,-1097089721,-1097090428,-0.3041784,-0.3041574
12.37,260,1096005883,1095972623,13.23266,13.20094
12.424,12,1568,1566,2.197236E-42,2.194433E-42
12.425,216,-1080255978,-1081727873,-1.223452,-1.047989
12.426,220,1023180993,1025476339,0.03082311,0.03894706
12.426,224,-1024559718,-1024561133,-119.2297,-119.2189
12.427,228,1049547024,1049503236,0.2789388,0.2776338
12.428,232,1049547024,1049503236,0.2789388,0.2776338
12.429,236,1049547024,1049503236,0.2789388,0.2776338
12.43,240,-1140481483,-1142624313,-0.008156349,-0.006986591
12.431,244,950330975,953179307,7.863039E-05,9.935474E-05
12.432,248,-1097090428,-1097091352,-0.3041574,-0.3041298
12.433,260,1095972623,1095928975,13.20094,13.15932
12.434,352,1027637248,1031667712,0.04699707,0.06201172
12.454,12,1566,1564,2.194433E-42,2.191631E-42
12.455,216,-1081727873,-1077362835,-1.047989,-1.568342
12.456,220,1025476339,1026796786,0.03894706,0.04386611
12.457,224,-1024561133,-1024561698,-119.2189,-119.2146
12.457,228,1049503236,1049464516,0.2776338,0.2764798
12.458,232,1049503236,1049464516,0.2776338,0.2764798
12.459,236,1049503236,1049464516,0.2776338,0.2764798
12.46,240,-1142624313,-1138012668,-0.006986591,-0.01045561
12.46,244,953179307,954903973,9.935474E-05,0.0001119033
12.461,248,-1097091352,-1097091721,-0.3041298,-0.3041188
12.462,260,1095928975,1095895714,13.15932,13.1276
12.463,352,1031667712,1027637248,0.06201172,0.04699707
12.517,12,1564,1562,2.191631E-42,2.188828E-42
12.518,216,-1077362835,-1076303766,-1.568342,-1.694593
12.518,220,1026796786,1027231258,0.04386611,0.04548464
12.519,224,-1024561698,-1024562707,-119.2146,-119.2069
12.52,228,1049464516,1049424537,0.2764798,0.2752884
12.521,232,1049464516,1049424537,0.2764798,0.2752884
12.521,236,1049464516,1049424537,0.2764798,0.2752884
12.522,240,-1138012668,-1137108929,-0.01045561,-0.01129728
12.523,244,954903973,955471446,0.0001119033,0.0001160322
12.524,248,-1097091721,-1097092380,-0.3041188,-0.3040992
12.524,260,1095895714,1095862458,13.1276,13.09588
12.579,12,1562,1560,2.188828E-42,2.186026E-42
12.58,216,-1076303766,-1076178094,-1.694593,-1.709574
12.581,220,1027231258,-1137709959,0.04548464,-0.01073753
12.582,224,-1024562707,-1024564693,-119.2069,-119.1917
12.583,228,1049424537,1049370032,0.2752884,0.273664
12.584,232,1049424537,1049370032,0.2752884,0.273664
12.585,236,1049424537,1049370032,0.2752884,0.273664
12.585,240,-1137108929,-1137001689,-0.01129728,-0.01139716
12.586,244,955471446,-1209678042,0.0001160322,-2.739166E-05
12.587,248,-1097092380,-1097093677,-0.3040992,-0.3040605
12.588,260,1095862458,1095818193,13.09588,13.05367
12.59,352,1027637248,1031868416,0.04699707,0.0630188
12.611,12,1560,1558,2.186026E-42,2.183223E-42
12.612,216,-1076178094,-1080158190,-1.709574,-1.23511
12.613,220,-1137709959,-1122400957,-0.01073753,-0.0374806
12.614,224,-1024564693,-1024565521,-119.1917,-119.1854
12.615,228,1049370032,1049333911,0.273664,0.2725875
12.616,232,1049370032,1049333911,0.273664,0.2725875
12.617,236,1049370032,1049333911,0.273664,0.2725875
12.617,240,-1137001689,-1140398037,-0.01139716,-0.008234064
12.618,244,-1209678042,-1194818493,-2.739166E-05,-9.561379E-05
12.619,248,-1097093677,-1097094218,-0.3040605,-0.3040444
12.62,260,1095818193,1095785004,13.05367,13.02201
12.621,352,1031868416,1027637248,0.0630188,0.04699707
12.673,12,1558,1557,2.183223E-42,2.181822E-42
12.674,104,0,1,0,1.401298E-45
12.675,116,0,8,0,1.121039E-44
12.676,120,0,1127534452,0,180.8104
12.676,124,0,10,0,1.401298E-44
12.677,216,-1080158190,-1081926501,-1.23511,-1.02431
12.678,220,-1122400957,-1115027855,-0.0374806,-0.0673951
12.679,224,-1024565521,-1024566556,-119.1854,-119.1775
12.68,228,1049333911,1049300821,0.2725875,0.2716013
12.68,232,1049333911,1049300821,0.2725875,0.2716013
12.681,236,1049333911,1049300821,0.2725875,0.2716013
12.683,240,-1140398037,-1142963304,-0.008234064,-0.006828737
12.684,244,-1194818493,-1187756260,-9.561379E-05,-0.0001719263
12.685,248,-1097094218,-1097094894,-0.3040444,-0.3040243
12.685,260,1095785004,1095752534,13.02201,12.99105
12.686,352,1027637248,1027366912,0.04699707,0.04598999
12.736,12,1557,1554,2.181822E-42,2.177618E-42
12.737,104,1,0,1.401298E-45,0
12.738,116,8,0,1.121039E-44,0
12.739,120,1127534452,0,180.8104,0
12.739,124,10,0,1.401298E-44,0
12.74,128,0,1,0,1.401298E-45
12.741,216,-1081926501,-1083089052,-1.02431,-0.9428618
12.742,220,-1115027855,-1107667441,-0.0673951,-0.1222345
12.743,224,-1024566556,-1024567889,-119.1775,-119.1674
12.743,228,1049300821,1049255864,0.2716013,0.2702615
12.744,232,1049300821,1049255864,0.2716013,0.2702615
12.745,236,1049300821,1049255864,0.2716013,0.2702615
12.746,240,-1142963304,-1144129369,-0.006828737,-0.006285745
12.747,244,-1187756260,-1180468193,-0.0001719263,-0.0003118226
12.747,248,-1097094894,-1097095764,-0.3040243,-0.3039984
12.748,260,1095752534,1095708124,12.99105,12.9487
12.749,352,1027366912,1031864320,0.04598999,0.06298828
12.767,12,1554,1552,2.177618E-42,2.174815E-42
12.768,104,0,1,0,1.401298E-45
12.769,116,0,8,0,1.121039E-44
12.77,120,0,1127534452,0,180.8104
12.771,124,0,10,0,1.401298E-44
12.772,128,1,0,1.401298E-45,0
12.772,216,-1083089052,-1097093509,-0.9428618,-0.3040656
12.773,220,-1107667441,-1106217306,-0.1222345,-0.1410776
12.774,224,-1024567889,-1024568504,-119.1674,-119.1627
12.775,228,1049255864,1049229702,0.2702615,0.2694818
12.776,232,1049255864,1049229702,0.2702615,0.2694818
12.777,236,1049255864,1049229702,0.2702615,0.2694818
12.778,240,-1144129369,-1157310168,-0.006285745,-0.002027104
12.779,244,-1180468193,-1178816546,-0.0003118226,-0.0003598919
12.779,248,-1097095764,-1097096166,-0.3039984,-0.3039864
12.78,260,1095708124,1095674931,12.9487,12.91704
12.781,352,1031864320,1027637248,0.06298828,0.04699707
12.829,12,1552,1551,2.174815E-42,2.173414E-42
12.831,104,1,0,1.401298E-45,0
12.832,116,8,0,1.121039E-44,0
12.833,120,1127534452,0,180.8104,0
12.834,124,10,0,1.401298E-44,0
12.835,128,0,1,0,1.401298E-45
12.836,216,-1097093509,-1098592379,-0.3040656,-0.2593957
12.837,220,-1106217306,-1104642632,-0.1410776,-0.1645421
12.838,224,-1024568504,-1024568971,-119.1627,-119.1591
12.839,228,1049229702,1049204131,0.2694818,0.2687198
12.84,232,1049229702,1049204131,0.2694818,0.2687198
12.841,236,1049229702,1049204131,0.2694818,0.2687198
12.842,240,-1157310168,-1159550503,-0.002027104,-0.001729305
12.843,244,-1178816546,-1176759829,-0.0003598919,-0.0004197502
12.844,248,-1097096166,-1097096471,-0.3039864,-0.3039773
12.845,260,1095674931,1095641651,12.91704,12.8853
12.846,352,1027637248,1027645440,0.04699707,0.04702759
12.877,12,1551,1548,2.173414E-42,2.16921E-42
12.878,128,1,0,1.401298E-45,0
12.879,216,-1098592379,-1178233042,-0.2593957,-0.0003768741
12.879,220,-1104642632,-1101322600,-0.1645421,-0.2140144
12.88,224,-1024568971,-1024569550,-119.1591,-119.1547
12.881,228,1049204131,1049173275,0.2687198,0.2678002
12.882,232,1049204131,1049173275,0.2687198,0.2678002
12.882,236,1049204131,1049173275,0.2687198,0.2678002
12.883,240,-1159550503,-1238852528,-0.001729305,-2.512494E-06
12.884,244,-1176759829,-1173414290,-0.0004197502,-0.0005459551
12.885,248,-1097096471,-1097096849,-0.3039773,-0.303966
12.886,260,1095641651,1095597939,12.8853,12.84362
12.887,352,1027645440,1031659520,0.04702759,0.0619812
12.94,12,1548,1547,2.16921E-42,2.167809E-42
12.941,216,-1178233042,-1180425959,-0.0003768741,-0.0003130518
12.941,220,-1101322600,-1100058087,-0.2140144,-0.2328571
12.942,224,-1024569550,-1024569772,-119.1547,-119.153
12.943,228,1049173275,1049150383,0.2678002,0.2671179
12.944,232,1049173275,1049150383,0.2678002,0.2671179
12.945,236,1049173275,1049150383,0.2678002,0.2671179
12.945,240,-1238852528,-1240723817,-2.512494E-06,-2.087012E-06
12.946,244,-1173414290,-1172588486,-0.0005459551,-0.0005940233
12.947,248,-1097096849,-1097096994,-0.303966,-0.3039617
12.948,260,1095597939,1095564727,12.84362,12.81194
12.948,352,1031659520,1027637248,0.0619812,0.04699707
12.971,12,1547,1545,2.167809E-42,2.165006E-42
12.972,216,-1180425959,-1182507616,-0.0003130518,-0.0002524676
12.972,220,-1100058087,-1099125504,-0.2328571,-0.2467537
12.973,224,-1024569772,-1024570020,-119.153,-119.1511
12.974,228,1049150383,1049127584,0.2671179,0.2664385
12.975,232,1049150383,1049127584,0.2671179,0.2664385
12.975,236,1049150383,1049127584,0.2671179,0.2664385
12.976,240,-1240723817,-1243486344,-2.087012E-06,-1.683117E-06
12.977,244,-1172588486,-1171979452,-0.0005940233,-0.0006294737
12.978,248,-1097096994,-1097097156,-0.3039617,-0.3039569
12.979,260,1095564727,1095531496,12.81194,12.78025
13.033,12,1545,1543,2.165006E-42,2.162204E-42
13.034,216,-1182507616,-1134278733,-0.0002524676,-0.01393311
13.035,220,-1099125504,-1100029473,-0.2467537,-0.2332835
13.036,224,-1024570020,-1024570470,-119.1511,-119.1477
13.037,228,1049127584,1049097952,0.2664385,0.2655554
13.038,232,1049127584,1049097952,0.2664385,0.2655554
13.038,236,1049127584,1049097952,0.2664385,0.2655554
13.039,240,-1243486344,-1195193205,-1.683117E-06,-9.28874E-05
13.04,244,-1171979452,-1172569799,-0.0006294737,-0.000595111
13.041,248,-1097097156,-1097097450,-0.3039569,-0.3039481
13.041,260,1095531496,1095487879,12.78025,12.73865
13.042,352,1027637248,1031667712,0.04699707,0.06201172
13.095,12,1543,1541,2.162204E-42,2.159401E-42
13.097,216,-1134278733,-1110940576,-0.01393311,-0.0978477
13.097,220,-1100029473,-1100653322,-0.2332835,-0.2239874
13.098,224,-1024570470,-1024570702,-119.1477,-119.1459
13.099,228,1049097952,1049075070,0.2655554,0.2648734
13.1,232,1049097952,1049075070,0.2655554,0.2648734
13.101,236,1049097952,1049075070,0.2655554,0.2648734
13.102,240,-1195193205,-1171586990,-9.28874E-05,-0.000652318
13.102,244,-1172569799,-1172977211,-0.000595111,-0.0005713965
13.103,248,-1097097450,-1097097601,-0.3039481,-0.3039436
13.104,260,1095487879,1095454664,12.73865,12.70698
13.105,352,1031667712,1027637248,0.06201172,0.04699707
13.126,12,1541,1539,2.159401E-42,2.156598E-42
13.127,216,-1110940576,-1086757816,-0.0978477,-0.7241864
13.128,220,-1100653322,-1101139183,-0.2239874,-0.2167475
13.129,224,-1024570702,-1024571002,-119.1459,-119.1436
13.13,228,1049075070,1049045591,0.2648734,0.2639949
13.131,232,1049075070,1049045591,0.2648734,0.2639949
13.132,236,1049075070,1049045591,0.2648734,0.2639949
13.133,240,-1171586990,-1147260047,-0.000652318,-0.00482791
13.134,244,-1172977211,-1173294508,-0.0005713965,-0.0005529274
13.134,248,-1097097601,-1097097797,-0.3039436,-0.3039378
13.135,260,1095454664,1095421384,12.70698,12.67524
13.189,12,1539,1537,2.156598E-42,2.153796E-42
13.19,216,-1086757816,-1078478500,-0.7241864,-1.435344
13.191,220,-1101139183,-1101600388,-0.2167475,-0.209875
13.192,224,-1024571002,-1024572247,-119.1436,-119.1341
13.193,228,1049045591,1048996196,0.2639949,0.2625228
13.193,232,1049045591,1048996196,0.2639949,0.2625228
13.194,236,1049045591,1048996196,0.2639949,0.2625228
13.195,240,-1147260047,-1138964702,-0.00482791,-0.009568961
13.196,244,-1173294508,-1173595703,-0.0005529274,-0.0005353955
13.196,248,-1097097797,-1097098610,-0.3039378,-0.3039135
13.198,260,1095421384,1095376910,12.67524,12.63283
13.199,352,1027637248,1031868416,0.04699707,0.0630188
13.251,12,1537,1535,2.153796E-42,2.150993E-42
13.252,216,-1078478500,-1074350916,-1.435344,-1.927391
13.253,220,-1101600388,-1101603838,-0.209875,-0.2098236
13.254,224,-1024572247,-1024572980,-119.1341,-119.1285
13.254,228,1048996196,1048954025,0.2625228,0.261266
13.255,232,1048996196,1048954025,0.2625228,0.261266
13.256,236,1048996196,1048954025,0.2625228,0.261266
13.257,240,-1138964702,-1135442497,-0.009568961,-0.01284927
13.257,244,-1173595703,-1173597956,-0.0005353955,-0.0005352644
13.258,248,-1097098610,-1097099089,-0.3039135,-0.3038993
13.259,260,1095376910,1095343718,12.63283,12.60117
13.26,352,1031868416,1027637248,0.0630188,0.04699707
13.283,12,1535,1534,2.150993E-42,2.149592E-42
13.284,216,-1074350916,-1079143713,-1.927391,-1.356045
13.285,220,-1101603838,-1101650877,-0.2098236,-0.2091227
13.286,224,-1024572980,-1024574260,-119.1285,-119.1187
13.287,228,1048954025,1048918634,0.261266,0.2602113
13.287,232,1048954025,1048918634,0.261266,0.2602113
13.288,236,1048954025,1048918634,0.261266,0.2602113
13.289,240,-1135442497,-1139532350,-0.01284927,-0.009040298
13.29,244,-1173597956,-1173628675,-0.0005352644,-0.0005334763
13.29,248,-1097099089,-1097099925,-0.3038993,-0.3038743
13.292,260,1095343718,1095311244,12.60117,12.5702
13.293,352,1027637248,1027366912,0.04699707,0.04598999
13.346,12,1534,1531,2.149592E-42,2.145388E-42
13.347,216,-1079143713,-1081409555,-1.356045,-1.085935
13.348,220,-1101650877,-1101571330,-0.2091227,-0.210308
13.349,224,-1024574260,-1024575819,-119.1187,-119.1068
13.349,228,1048918634,1048874076,0.2602113,0.2588834
13.35,232,1048918634,1048874076,0.2602113,0.2588834
13.351,236,1048918634,1048874076,0.2602113,0.2588834
13.352,240,-1139532350,-1142081050,-0.009040298,-0.007239568
13.353,244,-1173628675,-1173576726,-0.0005334763,-0.0005365001
13.353,248,-1097099925,-1097100943,-0.3038743,-0.303844
13.354,260,1095311244,1095266931,12.5702,12.52794
13.355,352,1027366912,1031864320,0.04598999,0.06298828
13.409,12,1531,1530,2.145388E-42,2.143987E-42
13.41,104,0,1,0,1.401298E-45
13.411,116,0,8,0,1.121039E-44
13.411,120,0,1127534452,0,180.8104
13.412,124,0,10,0,1.401298E-44
13.413,216,-1081409555,-1082114091,-1.085935,-1.001948
13.414,220,-1101571330,-1101572498,-0.210308,-0.2102906
13.415,224,-1024575819,-1024576395,-119.1068,-119.1025
13.416,228,1048874076,1048841605,0.2588834,0.2579156
13.417,232,1048874076,1048841605,0.2588834,0.2579156
13.418,236,1048874076,1048841605,0.2588834,0.2579156
13.419,240,-1142081050,-1143283457,-0.007239568,-0.006679654
13.42,244,-1173576726,-1173577489,-0.0005365001,-0.0005364557
13.42,248,-1097100943,-1097101319,-0.303844,-0.3038328
13.421,260,1095266931,1095233729,12.52794,12.49628
13.422,352,1031864320,1027637248,0.06298828,0.04699707
13.44,12,1530,1528,2.143987E-42,2.141184E-42
13.441,104,1,0,1.401298E-45,0
13.442,116,8,0,1.121039E-44,0
13.443,120,1127534452,0,180.8104,0
13.444,124,10,0,1.401298E-44,0
13.444,128,0,1,0,1.401298E-45
13.445,216,-1082114091,-1077636224,-1.001948,-1.535751
13.446,220,-1101572498,-1101572768,-0.2102906,-0.2102866
13.447,224,-1024576395,-1024577226,-119.1025,-119.0961
13.447,228,1048841605,1048803595,0.2579156,0.2567829
13.448,232,1048841605,1048803595,0.2579156,0.2567829
13.449,236,1048841605,1048803595,0.2579156,0.2567829
13.45,240,-1143283457,-1138245960,-0.006679654,-0.01023834
13.451,244,-1173577489,-1173577665,-0.0005364557,-0.0005364455
13.452,248,-1097101319,-1097101862,-0.3038328,-0.3038166
13.453,260,1095233729,1095200504,12.49628,12.46459
13.453,352,1027637248,1027645440,0.04699707,0.04702759
13.517,12,1528,1526,2.141184E-42,2.138381E-42
13.518,104,0,1,0,1.401298E-45
13.518,116,0,8,0,1.121039E-44
13.519,120,0,1127534452,0,180.8104
13.52,124,0,10,0,1.401298E-44
13.52,128,1,0,1.401298E-45,0
13.521,216,-1077636224,-1086815644,-1.535751,-0.7207396
13.522,220,-1101572768,-1101573230,-0.2102866,-0.2102797
13.523,224,-1024577226,-1024578725,-119.0961,-119.0847
13.524,228,1048803595,1048764937,0.2567829,0.2556308
13.524,232,1048803595,1048764937,0.2567829,0.2556308
13.525,236,1048803595,1048764937,0.2567829,0.2556308
13.526,240,-1138245960,-1147309394,-0.01023834,-0.004804931
13.527,244,-1173577665,-1173577967,-0.0005364455,-0.0005364279
13.528,248,-1097101862,-1097102841,-0.3038166,-0.3037874
13.529,260,1095200504,1095156917,12.46459,12.42302
13.53,352,1027645440,1031659520,0.04702759,0.0619812
13.549,12,1526,1524,2.138381E-42,2.135579E-42
13.55,104,1,0,1.401298E-45,0
13.55,116,8,0,1.121039E-44,0
13.555,120,1127534452,0,180.8104,0
13.555,124,10,0,1.401298E-44,0
13.556,128,0,1,0,1.401298E-45
13.557,216,-1086815644,-1089078971,-0.7207396,-0.5858348
13.557,220,-1101573230,-1101473371,-0.2102797,-0.2117677
13.559,224,-1024578725,-1024579152,-119.0847,-119.0814
13.559,228,1048764937,1048736951,0.2556308,0.2547967
13.56,232,1048764937,1048736951,0.2556308,0.2547967
13.561,236,1048764937,1048736951,0.2556308,0.2547967
13.562,240,-1147309394,-1149242237,-0.004804931,-0.003905565
13.562,244,-1173577967,-1173512753,-0.0005364279,-0.0005402238
13.563,248,-1097102841,-1097103120,-0.3037874,-0.3037791
13.564,260,1095156917,1095123719,12.42302,12.39136
13.565,352,1031659520,1027637248,0.0619812,0.04699707
13.595,12,1524,1522,2.135579E-42,2.132776E-42
13.596,104,0,1,0,1.401298E-45
13.597,116,0,8,0,1.121039E-44
13.598,120,0,1127534452,0,180.8104
13.599,124,0,10,0,1.401298E-44
13.6,128,1,0,1.401298E-45,0
13.601,216,-1089078971,-1238454433,-0.5858348,-2.60301E-06
13.602,220,-1101473371,-1101472605,-0.2117677,-0.2117792
13.602,224,-1024579152,-1024579722,-119.0814,-119.0771
13.603,228,1048736951,1048715075,0.2547967,0.2541448
13.604,232,1048736951,1048715075,0.2547967,0.2541448
13.605,236,1048736951,1048715075,0.2547967,0.2541448
13.606,240,-1149242237,-1298853752,-0.003905565,-1.73534E-08
13.607,244,-1173512753,-1173512253,-0.0005402238,-0.0005402529
13.608,248,-1097103120,-1097103492,-0.3037791,-0.303768
13.609,260,1095123719,1095090520,12.39136,12.3597
13.658,12,1522,1520,2.132776E-42,2.129974E-42
13.659,104,1,0,1.401298E-45,0
13.66,116,8,0,1.121039E-44,0
13.661,120,1127534452,0,180.8104,0
13.662,124,10,0,1.401298E-44,0
13.663,128,0,1,0,1.401298E-45
13.664,216,-1238454433,914535250,-2.60301E-06,3.895178E-06
13.664,220,-1101472605,-1101483543,-0.2117792,-0.2116162
13.665,224,-1024579722,-1024580099,-119.0771,-119.0742
13.666,228,1048715075,1048686393,0.2541448,0.25329
